"Gene.stable.ID"	"location_sortable"	"GNF"	"Mabbott"	"Doig"	"Freeman2012_pig"	"SkinSig_3study"
"ENSG00000011332"	"19q13.12"	NA	NA	NA	"HK1"	NA
"ENSG00000011347"	"11q12.2"	NA	"Low in LPS/IFNg-treated neutrophils:tissue stem cells"	"HK"	NA	NA
"ENSG00000011376"	"03p21.3"	NA	"High in ES/iPS cells"	NA	NA	NA
"ENSG00000011405"	"11p15.5-p14"	NA	NA	NA	"Cluster0970"	NA
"ENSG00000011422"	"19q13"	"High_in_Smooth/cardiac_musle"	"[0279"	NA	"Macs-other immune"	NA
"ENSG00000011426"	"07p15-p14"	NA	"Cell cycle (S/M phase)"	NA	"CNS-high in spinal cord (Astrocyte?)"	"Cell cycle (S/M phase)"
"ENSG00000011451"	"19p13.12"	NA	NA	"Cell cycle related?"	"HK1"	NA
"ENSG00000011454"	"09q34.11"	NA	"High in some lymphocytes"	"HK specific cluster"	"Cluster0446"	NA
"ENSG00000011465"	"12q21.33"	"High_in_adipocyte"	"Extracellular matrix"	"ECM"	"General low in macs-CNS (fibroblast/ECM)"	"Fibroblast"
"ENSG00000011478"	"19q13.32"	NA	NA	NA	"Macs-other immune"	NA
"ENSG00000011485"	"19q13.3"	NA	NA	"Cell cycle related?"	NA	NA
"ENSG00000011523"	"02p14"	NA	"High in LPS/IFNg-treated neutrophils"	NA	NA	NA
"ENSG00000011566"	"02p22.3"	NA	NA	NA	NA	NA
"ENSG00000011590"	"19q13.1"	NA	NA	"[503"	"Cluster0439"	NA
"ENSG00000011600"	"19q13.12"	"High_in_Lung"	"Phagocyte-related: High in BM:monocytes:MDM:MDDC:tissue DC:plasmacytoid DC:neutrophils"	"Macrophage"	"Blood>macs>spleen (immune)"	"Macrophage / DC"
"ENSG00000011638"	"16p12.2"	NA	NA	NA	"Cerebellum>>other CNS"	NA
"ENSG00000011677"	"Xq28"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000012048"	"17q21.31"	NA	"Cell cycle (S/M phase)"	NA	"Many (cell cycle)"	NA
"ENSG00000012061"	"19q13.32"	NA	NA	NA	"Alveloar macs>>other macs"	NA
"ENSG00000012124"	"19q13.1"	NA	NA	NA	"Small intestine (jej/ileum)>blood-spleen-LN (B cell)"	NA
"ENSG00000012171"	"03p21.3"	"High_in_Placenta>Pituatary"	"High in Schwann cells"	NA	"Cluster1151"	NA
"ENSG00000012174"	"Xp22.12-p22.11"	NA	NA	"[181"	"Cluster1721"	NA
"ENSG00000012211"	"Xp11.23"	NA	NA	NA	NA	NA
"ENSG00000012223"	"03p21.31"	"High_in_Trachea"	"High in BM:myelocytes"	NA	NA	NA
"ENSG00000012232"	"08p22-p12"	NA	NA	NA	NA	NA
"ENSG00000012504"	"12q23.1"	NA	"Hepatocyte-related"	NA	NA	NA
"ENSG00000012660"	"06p12.1"	NA	NA	NA	NA	"Ductal epithelium (sebaceous gland)"
"ENSG00000012779"	"10q11.2"	"High_in_Lung"	NA	NA	"Alveloar macs>>other macs"	NA
"ENSG00000012817"	"Yq11"	NA	NA	"[353"	NA	"Y-chromosome"
"ENSG00000012822"	"12q13.13"	NA	NA	NA	NA	NA
"ENSG00000012963"	"14q32.12"	NA	NA	NA	NA	NA
"ENSG00000012983"	"14q22.1"	NA	NA	"[548"	"Kidney cortex>medulla-liver"	NA
"ENSG00000013016"	"02p21"	"High_in_CNS"	"High in platelets"	NA	NA	NA
"ENSG00000013275"	"19q13.11-q13.13"	"General_HK_(ribosone,proteasome, etc)"	"[0135"	"[162"	"Cluster0185"	NA
"ENSG00000013288"	"04p16.2"	NA	NA	NA	"Cluster0126"	NA
"ENSG00000013293"	"03q26.2"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000013297"	"03q26.2-q26.3"	NA	"[0355"	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000013306"	"17q12"	NA	NA	NA	NA	NA
"ENSG00000013364"	"16p11.2"	NA	NA	NA	"Cluster0242"	NA
"ENSG00000013374"	"07q36"	NA	NA	NA	"Cluster0790"	NA
"ENSG00000013375"	"06q14.1-q15"	"General_HK_(ribosone,proteasome, etc)"	"[0248"	NA	NA	NA
"ENSG00000013392"	"06q15"	NA	NA	NA	"Cluster1082"	NA
"ENSG00000013441"	"02q33"	"General_HK"	NA	"[407"	NA	NA
"ENSG00000013503"	"12q23.3"	NA	NA	NA	NA	NA
"ENSG00000013523"	"14q24.3"	NA	NA	NA	"Testis-adult"	NA
"ENSG00000013561"	"05q23.3-q31.1"	NA	NA	NA	NA	NA
"ENSG00000013563"	"Xq28"	NA	NA	NA	"Macs-other immune"	NA
"ENSG00000013573"	"12p11.21"	NA	NA	"[424"	NA	NA
"ENSG00000013583"	"12p13.2"	NA	NA	NA	NA	NA
"ENSG00000013588"	"12p13.1"	"High_in_Lung"	"High in epithelium|High in epithelial cells:low in keratinocytes"	NA	NA	NA
"ENSG00000013619"	"Xq28"	NA	NA	NA	NA	NA
"ENSG00000013725"	"11q12.2"	"High_in_thymus/lymph_node_(T-cell)"	"High in CD4+ T cells|High in T cells:NK cells:B cells"	"T-cell"	NA	NA
"ENSG00000013810"	"04p16.3"	"Cell_cycle_(S/M_phase)"	"Oocyte-related"	"Cell cycle (G1/S phase)"	NA	NA
"ENSG00000014123"	"06q16.3"	NA	NA	NA	NA	NA
"ENSG00000014138"	"11q13"	NA	"Cell cycle (S/M phase)"	"Cell cycle (G1/S phase)"	NA	NA
"ENSG00000014164"	"08q24.3"	NA	"Low in LPS/IFNg-treated neutrophils"	"[139"	NA	NA
"ENSG00000014216"	"11q13"	"General_HK"	"High in epithelial cells:low in keratinocytes"	NA	NA	NA
"ENSG00000014257"	"03q22.1"	NA	NA	NA	"Cluster1492"	"Keratinocyte"
"ENSG00000014641"	"02p23"	"High_in_CNS"	"High in MDM:MDDC"	NA	"Cluster0694"	"Ductal epithelium (sebaceous gland)"
"ENSG00000014824"	"04p13"	NA	NA	NA	"HK2-low in macs"	NA
"ENSG00000014914"	"01q21.2"	NA	NA	NA	"GI tract>>gall bladder"	NA
"ENSG00000014919"	"10q24"	NA	NA	NA	NA	NA
"ENSG00000015133"	"14q32.12"	NA	"High in platelets"	NA	"Blood-immune organs>GI tract (immune)"	NA
"ENSG00000015153"	"12q12"	NA	NA	NA	"HK7"	NA
"ENSG00000015171"	"10p15.3"	NA	"[0183"	NA	NA	NA
"ENSG00000015285"	"Xp11.4-p11.21"	"High_in_bone_marrow"	"[0203|0371"	NA	"Blood>>macs-other immune"	"Macrophage / DC"
"ENSG00000015413"	"16q24"	NA	NA	NA	"Kidney cortex>medulla-liver"	NA
"ENSG00000015475"	"22q11.2"	"[198"	NA	NA	"Cluster0777"	NA
"ENSG00000015479"	"05q31.3"	"General_HK"	NA	"[581"	NA	NA
"ENSG00000015520"	"07p13"	"High_in_Liver"	"Hepatocyte-related"	"HK"	"Small instetine>>kidney-liver"	NA
"ENSG00000015532"	"17q21.33"	NA	NA	NA	"Cluster0386"	NA
"ENSG00000015568"	"02q13"	NA	"Spermatocyte-related"	NA	NA	NA
"ENSG00000015592"	"08p21.2"	"High_in_CNS"	"High in some ES cells"	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000015676"	"07p13-p12"	NA	"Low in tissue stem cells"	NA	NA	NA
"ENSG00000016082"	"05q11.2"	NA	"High in neurones"	NA	NA	NA
"ENSG00000016391"	"03p21"	NA	"High in stimulated MDM"	"[399"	NA	"Ductal epithelium (sweat gland, eccrine)"
"ENSG00000016402"	"06q23.3"	NA	"High in keratinocytes:epithelium"	NA	"GI tract-skin"	NA
"ENSG00000016490"	"01p22.3"	NA	NA	"[483"	"GI tract>>others"	NA
"ENSG00000016602"	"01p22.3"	NA	"High in epithelium"	NA	"GI tract>>gall bladder"	NA
"ENSG00000016864"	"03p21.1"	"[206"	"High in mesenchymal cells"	NA	NA	NA
"ENSG00000017260"	"03q21.3"	NA	NA	NA	NA	NA
"ENSG00000017373"	"17q12"	NA	NA	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000017427"	"12q23.2"	"General_HK|High_in_Liver"	"High in chondrocytes: low in osteoblasts"	"[108"	"HK2-low in macs"	NA
"ENSG00000017483"	"Xp11.23"	NA	NA	NA	"HK1"	NA
"ENSG00000017621"	"Xp11.23"	NA	NA	NA	NA	NA
"ENSG00000017797"	"18p11.22"	NA	"High in keratinocytes:epithelium"	NA	"Cluster1235"	NA
"ENSG00000018189"	"04q13.3"	"High_in_CNS"	"High in some ES cells"	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000018236"	"12q12"	NA	NA	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000018280"	"02q35"	"High_in_bone_marrow"	NA	NA	"Macs-other immune"	NA
"ENSG00000018408"	"03q23-q24"	"High_in_Smooth/cardiac_musle"	NA	NA	NA	NA
"ENSG00000018510"	"02q"	NA	NA	"[506"	"Alveloar macs>>other macs"	NA
"ENSG00000018607"	"02q21.2"	NA	NA	NA	NA	NA
"ENSG00000018610"	"Xq24"	NA	"Oocyte-related"	NA	NA	NA
"ENSG00000018625"	"01q23.2"	"High_in_CNS"	NA	NA	"Cluster0685"	NA
"ENSG00000018699"	"02p22.3"	NA	NA	NA	"Cluster0167"	NA
"ENSG00000018869"	"19q13.43"	NA	NA	NA	NA	NA
"ENSG00000019102"	"11q24"	NA	"High in bronchial epithelium"	NA	"Stomach antrum"	NA
"ENSG00000019144"	"11q23.3"	NA	NA	"HK"	NA	NA
"ENSG00000019169"	"02q14.2"	"High_in_Lung"	"[0216"	"Macrophage"	"Lung"	"Macrophage / DC"
"ENSG00000019186"	"20q13.2"	NA	NA	NA	"Kidney cortex>medulla-liver"	NA
"ENSG00000019485"	"11p11"	NA	"Low in tissue stem cells"	"[041"	NA	NA
"ENSG00000019505"	"11p11.2"	NA	"High in ES/iPS cells"	NA	"CNS-highest in cortex"	NA
"ENSG00000019549"	"08q11.21"	"Cornified_epithelium_(Brochial_epthelium/tongue)"	"Extracellular matrix"	"ECM"	NA	NA
"ENSG00000019582"	"05q32"	"High_in_Immune_cells_(T/B-cells,macs)"	"High in BM/monocytes/MDM/MDDC/tissue DC/B cells: MHC-related"	"Macrophage"	"MHC class 2"	NA
"ENSG00000019991"	"07q21.1"	"High_in_Smooth/cardiac_musle"	NA	NA	"Cluster0977"	NA
"ENSG00000019995"	"10q26.12"	NA	NA	NA	NA	NA
"ENSG00000020129"	"01p34.3"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000020219"	"07q36.1"	NA	NA	NA	NA	NA
"ENSG00000020256"	"20q13.11-q13.13"	NA	NA	"HK"	"Placenta"	NA
"ENSG00000020426"	"14q23"	NA	NA	NA	NA	NA
"ENSG00000020577"	"14q22.2"	"High_in_Testis"	"Spermatocyte-related"	NA	"Cluster0687"	NA
"ENSG00000020633"	"01p36"	"High_in_Immune_cells_(T/B-cells,macs)"	"High in NK cells"	NA	"Blood>>macs-other immune"	NA
"ENSG00000020922"	"11q21"	NA	"High in ES/iPS cells"	NA	"Cluster0103"	NA
"ENSG00000021300"	"11q13.5-q14.1"	"High_in_CNS"	"High in CD4+ T cells"	NA	"CNS-high in spinal cord (Astrocyte?)"	"Ductal epithelium (sweat gland, eccrine)"
"ENSG00000021355"	"06p25.2"	NA	NA	NA	"Tongue-Oesophagus>skin (stratified epithelis)"	NA
"ENSG00000021461"	"07q21.1"	"High_in_Liver/Foetal_Liver"	"Hepatocyte-related"	NA	NA	NA
"ENSG00000021488"	"19q13.11"	"High_in_Kidney>Liver"	"Oocyte-related"	NA	"Small instetine>>kidney-liver"	NA
"ENSG00000021574"	"02p24-p21"	NA	NA	NA	"Cluster1259"	NA
"ENSG00000021645"	"14q31"	"[228"	NA	"[329"	"Cluster0351"	NA
"ENSG00000021762"	"11p15.4"	NA	"Low in tissue stem cells"	"HK"	NA	NA
"ENSG00000021776"	"15q14"	NA	"High in some lymphocytes"	NA	"Cluster0802"	NA
"ENSG00000021826"	"02p"	"High_in_Liver/Foetal_Liver"	"Hepatocyte-related"	NA	"Liver (hepatocyte)"	NA
"ENSG00000021852"	"01p32.2"	"High_in_Liver"	"Hepatocyte-related"	"HK"	"Liver (hepatocyte)"	NA
"ENSG00000022267"	"Xq26.3"	"High_in_Skeletal_muscle"	"Extracellular matrix"	"[242"	"Cluster0256"	NA
"ENSG00000022277"	"20q13"	NA	"High in neutrophils|Low in tissue stem cells"	"HK"	NA	NA
"ENSG00000022355"	"05q34"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000022556"	"19q13.42"	"High_in_Placenta>Pituatary"	"Low in LPS/IFNg-treated neutrophils|Oocyte-related"	NA	"HK1"	NA
"ENSG00000022567"	"08q24.3"	NA	"High in neutrophils:BM"	NA	NA	NA
"ENSG00000022840"	"12q23-q24"	NA	"High in erythroblasts"	NA	"Cluster1368"	NA
"ENSG00000022976"	"14q32.32"	NA	NA	NA	NA	NA
"ENSG00000023041"	"10q26.11"	NA	NA	NA	NA	NA
"ENSG00000023171"	"11q24.1"	NA	NA	NA	"Adrenal gland>>>overy-placenta-testis"	NA
"ENSG00000023191"	"11p15.5"	NA	NA	NA	"Macs-other immune"	NA
"ENSG00000023228"	"02q33-q34"	"General_HK"	NA	NA	"General (oxidative phosphorylation)"	NA
"ENSG00000023287"	"08q11"	NA	NA	"[605"	NA	NA
"ENSG00000023318"	"09q22.33"	NA	NA	NA	"HK3"	NA
"ENSG00000023330"	"03p21"	"High_in_Adrenal_Gland"	"Phagocyte-related: High in MDM:MDDC: Low in monocytes"	NA	"Cluster1494"	NA
"ENSG00000023445"	"11q22"	"High_in_Immune_cells_(T/B-cells,macs)"	"High in stimulated MDDC"	NA	"Cluster0768"	NA
"ENSG00000023516"	"13q"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000023572"	"01q31.2"	"General_HK"	NA	NA	NA	NA
"ENSG00000023608"	"14q22"	NA	NA	NA	"Testis-adult"	NA
"ENSG00000023697"	"12p12.3"	"Metallothioneins"	NA	NA	NA	NA
"ENSG00000023734"	"12p13.1"	"General_HK"	NA	"[423"	NA	NA
"ENSG00000023839"	"10q24"	NA	"Hepatocyte-related"	NA	"Liver>kidney"	NA
"ENSG00000023892"	"06p21.33-p21.1"	NA	"High in T cells:NK cells:B cells"	NA	"Blood-immune organs>GI tract (immune)"	NA
"ENSG00000023902"	"01q21.2"	NA	"Phagocte-related: High in BM:monocytes:MDM:MDDC:neutrophils"	NA	"Macs-other immune"	NA
"ENSG00000023909"	"01p21"	"[297"	NA	NA	NA	NA
"ENSG00000024048"	"06p21.1"	"[267"	"High in neutrophils:BM"	NA	"Cluster1049"	NA
"ENSG00000024422"	"19q13.3"	"High_in_Smooth/cardiac_musle"	"High in mesenchymal cells"	"ECM"	NA	NA
"ENSG00000024526"	"01p31.2"	NA	"Cell cycle (S/M phase)"	"[565"	"Many (cell cycle)"	"Cell cycle (S/M phase)"
"ENSG00000024862"	"06q23.1-q24.1"	NA	NA	NA	NA	NA
"ENSG00000025039"	"06q15"	NA	"Phagocyte-related: High in MDM:MDDC: Low in monocytes"	NA	NA	NA
"ENSG00000025156"	"06q22"	NA	"[0187"	"[178"	NA	NA
"ENSG00000025293"	"20q11.22-q11.23"	NA	"[0263"	NA	"Tongue>>skin-lower oesophagus"	NA
"ENSG00000025423"	"12q13.3"	"High_in_Liver"	"Hepatocyte-related"	NA	NA	"Myocyte (smooth)"
"ENSG00000025434"	"11p11.2"	"High_in_adipocyte"	"High in MDM:low in MDDC"	"Macrophage"	NA	NA
"ENSG00000025708"	"22q13"	NA	NA	"Macrophage"	NA	NA
"ENSG00000025770"	"22q13.33"	NA	"[0189"	"Cell cycle (G1/S phase)|HK"	NA	NA
"ENSG00000025772"	"20q12-q13.1"	NA	NA	NA	"Thymus_testis"	NA
"ENSG00000025796"	"06q21"	NA	NA	NA	NA	NA
"ENSG00000025800"	"01p35.1"	NA	NA	NA	NA	NA
"ENSG00000026025"	"10p13"	"High_in_Smooth/cardiac_musle"	NA	"ECM"	"Cluster1009"	NA
"ENSG00000026103"	"10q24.1"	"[162"	NA	"[562"	"Macs-other immune"	NA
"ENSG00000026297"	"06q27"	"General_higher_in_peripheral_tissues_(MHC_class1)"	NA	NA	NA	NA
"ENSG00000026508"	"11p13"	"General_HK_(ribosone,proteasome, etc)"	"[0294"	"[109"	"Cluster1321"	NA
"ENSG00000026559"	"20q13"	NA	NA	"HK"	"Female reproductive (ESR1)"	NA
"ENSG00000026652"	"06q25.3"	NA	NA	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000026751"	"01q23.1-q24.1"	NA	NA	NA	"LPS induced (high in other tissues)"	NA
"ENSG00000026950"	"06p22.1"	NA	"[0268"	"MHC I"	NA	NA
"ENSG00000027001"	"13q12"	NA	NA	NA	NA	NA
"ENSG00000027075"	"14q23.1"	"[389"	NA	NA	"Cluster0717"	NA
"ENSG00000027644"	"01q21-q23"	NA	"Low in tissue stem cells"	NA	NA	NA
"ENSG00000027697"	"06q23-q24"	NA	NA	NA	"Cluster0636"	NA
"ENSG00000027847"	"05q35.1-q35.3"	NA	NA	NA	NA	NA
"ENSG00000027869"	"01q21"	NA	NA	NA	"Cluster0714"	NA
"ENSG00000028116"	"02p16.1"	NA	NA	NA	"Cluster0158"	NA
"ENSG00000028137"	"01p36.22"	"High_in_bone_marrow"	"High in BM progenitors/monocytes/MDM/MDDC/tissue DC/neutrophils"	"Macrophage"	"Blood>macs>spleen (immune)"	NA
"ENSG00000028203"	"12q22"	NA	"High in ES/iPS cells"	"HK specific cluster"	NA	NA
"ENSG00000028277"	"19q13.2"	NA	"High in LPS/IFNg-treated neutrophils"	"HK"	"Small intestine (jej/ileum)>blood-spleen-LN (B cell)"	NA
"ENSG00000028310"	"05p15.33"	NA	NA	NA	NA	NA
"ENSG00000028528"	"15q22.31"	"[387"	"Phagocte-related: High in BM:monocytes:MDM:MDDC:Low in tissue DC:pDC:neutrophils"	NA	NA	NA
"ENSG00000028839"	"06q23.2"	"High_in_Testis"	"Oocyte-related"	NA	NA	NA
"ENSG00000029153"	"12p12.2-p11.2"	"Cornified_epithelium_(Brochial_epthelium/tongue)"	NA	NA	"Tongue-Oesophagus>skin (stratified epithelis)"	NA
"ENSG00000029363"	"06q23.3"	"High_in_Smooth/cardiac_musle"	"High in NK cells"	"Cell cycle related?"	"Tongue>>skin-lower oesophagus"	NA
"ENSG00000029364"	"14q24.1"	NA	NA	"Cell cycle related?"	"Cluster1813"	NA
"ENSG00000029534"	"08p11.21"	"[277"	"High in erythroblasts:BM"	"[219"	"Cluster1069"	NA
"ENSG00000029559"	"04q21.1"	NA	"High in chondrocytes: low in osteoblasts"	NA	"Bone marrow>>blood>BMDM"	NA
"ENSG00000029639"	"06q25.1-q25.3"	NA	NA	NA	NA	NA
"ENSG00000029725"	"17p13.2"	NA	NA	NA	"Cluster0918"	NA
"ENSG00000029993"	"Xq28"	"High_in_Placenta>Pituatary"	"High in ES/iPS cells"	NA	NA	NA
"ENSG00000030066"	"11p11.12"	"[237"	"High in NK cells"	"Cell cycle related?"	NA	NA
"ENSG00000030110"	"06p21.31"	NA	NA	NA	"Macrophage high"	NA
"ENSG00000030304"	"09q31.3-q32"	NA	NA	NA	NA	NA
"ENSG00000030419"	"02q13.1"	NA	"High in LPS/IFNg-treated neutrophils"	NA	"Cluster0784"	NA
"ENSG00000030582"	"17q21.32"	"High_in_Lung"	"Phagocte-related: High in BM:monocytes:MDM:MDDC:Low in tissue DC:pDC:neutrophils"	"[124"	"Macrophage-placenta"	NA
"ENSG00000031003"	"05q31"	NA	NA	NA	NA	NA
"ENSG00000031081"	"03q13.33"	NA	"[0337"	NA	"Cluster0264"	NA
"ENSG00000031544"	"15q23"	NA	"Oocyte-related"	"HK"	NA	NA
"ENSG00000031691"	"06p12.3"	NA	"High in ES/iPS cells"	NA	NA	NA
"ENSG00000031698"	"01p13.3"	NA	NA	NA	NA	NA
"ENSG00000031823"	"19p13.3"	NA	"Low in many"	"HK"	"Cluster0560"	NA
"ENSG00000032219"	"14q22.3"	NA	NA	NA	"Cluster1471"	NA
"ENSG00000032389"	"02p25.3"	NA	NA	NA	"Cluster0204"	NA
"ENSG00000032444"	"19p13.2"	NA	NA	NA	NA	NA
"ENSG00000032742"	"13q12.1"	"High_in_Testis"	"Spermatocyte-related"	NA	"Fallopian tube>adult testis"	NA
"ENSG00000033011"	"16p13.3"	NA	NA	NA	NA	NA
"ENSG00000033030"	"12q24.31"	NA	NA	NA	NA	NA
"ENSG00000033050"	"07q36.1"	NA	"Oocyte-related"	"[090"	"Testis-adult"	NA
"ENSG00000033100"	"07q36.1"	NA	NA	NA	"General but not even"	NA
"ENSG00000033122"	"01p31.1"	NA	"Spermatocyte-related"	NA	"CNS-highest in cortex"	NA
"ENSG00000033170"	"14q24.3"	NA	NA	NA	NA	NA
"ENSG00000033178"	"04q13.2"	NA	NA	NA	"Cluster0312"	NA
"ENSG00000033327"	"11q14.1"	NA	NA	NA	NA	NA
"ENSG00000033627"	"17q21"	"High_in_CNS"	NA	NA	NA	NA
"ENSG00000033800"	"15q23"	NA	NA	"HK"	"Cluster1132"	NA
"ENSG00000033867"	"03p24.1"	NA	NA	NA	NA	NA
"ENSG00000034053"	"15q11-q12"	NA	NA	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000034063"	"19p13.3"	NA	"Cell cycle (S/M phase)"	NA	"Cluster1764"	NA
"ENSG00000034152"	"17q11.2"	NA	NA	NA	"HK3"	NA
"ENSG00000034239"	"08q11.21"	NA	"High in bronchial epithelium"	NA	NA	NA
"ENSG00000034510"	"02p11.2"	"General_HK_(ribosone,proteasome, etc)"	NA	NA	NA	NA
"ENSG00000034533"	"03q21.3"	NA	NA	NA	NA	NA
"ENSG00000034677"	"08q22"	NA	NA	NA	NA	NA
"ENSG00000034693"	"06q24.2"	NA	NA	"[117"	NA	NA
"ENSG00000034713"	"16q22.1"	NA	NA	NA	"Cluster0922"	NA
"ENSG00000034971"	"01q23-q24"	NA	NA	NA	"Cluster1446"	NA
"ENSG00000035115"	"02p25.3"	NA	NA	NA	NA	NA
"ENSG00000035141"	"02p14"	NA	"High in ES/iPS cells"	NA	NA	NA
"ENSG00000035403"	"10q22.1-q23"	NA	NA	NA	"Smooth muscle (high in many)"	NA
"ENSG00000035499"	"05q12"	NA	"Cell cycle (S/M phase)"	NA	"Many (cell cycle)"	NA
"ENSG00000035664"	"15q22.1"	NA	"High in neutrophils:BM"	NA	NA	NA
"ENSG00000035681"	"08q12.1"	NA	NA	NA	"Cluster0136"	NA
"ENSG00000035687"	"01q44"	NA	NA	NA	NA	NA
"ENSG00000035720"	"04q13.2"	NA	"B cell-related"	"B-cell fragment"	"Cluster0503"	NA
"ENSG00000035862"	"17q25"	"High_in_Placenta>Pituatary"	"Phagocyte-related: High in MDM:MDDC: Low in monocytes"	"[625"	"Cluster0509"	"Fibroblast"
"ENSG00000035928"	"04p14-p13"	NA	NA	NA	"Cluster0282"	NA
"ENSG00000036054"	"03q12.2"	NA	NA	NA	NA	NA
"ENSG00000036257"	"02q36.2"	"High_in_Testis"	"High in tissue DC:pDC:lymphocytes:NK cells|Spermatocyte-related"	NA	"Cluster0089"	NA
"ENSG00000036448"	"08p23.3"	NA	NA	NA	"Skeletal muscle>heart"	NA
"ENSG00000036473"	"Xp21.1"	"High_in_Liver/Foetal_Liver"	"Hepatocyte-related"	NA	"Liver (hepatocyte)"	NA
"ENSG00000036530"	"14q32.2"	"High_in_CNS_(caudate_nucleus)"	"High in plasmacytoid DC: Low in tissue DC"	NA	"CNS-highest in cortex"	NA
"ENSG00000036549"	"01p31.1"	NA	"[0235"	"[076"	NA	NA
"ENSG00000036565"	"08p21.3"	NA	"High in neurones"	NA	NA	NA
"ENSG00000036672"	"11q23.3"	"High_in_Testis"	"[0153"	"HK"	NA	NA
"ENSG00000036828"	"03q21.1"	NA	"Low in tissue stem cells"	"HK"	"Cluster1236"	NA
"ENSG00000037042"	"17q21.2"	"High_in_CNS"	"High in erythroblasts:BM"	NA	NA	NA
"ENSG00000037241"	"05q35.2"	"General_HK"	"[0106"	NA	"Cluster1522"	NA
"ENSG00000037280"	"05q34-q35"	NA	"High in endothelium|Low in tissue stem cells"	"HK"	NA	NA
"ENSG00000037474"	"05p15.32"	NA	"High in many: RNA processing"	NA	NA	NA
"ENSG00000037637"	"01p36.23-p36.11"	NA	NA	NA	NA	NA
"ENSG00000037749"	"05q32-q33.2"	NA	NA	NA	"Cluster0681"	NA
"ENSG00000037757"	"19p13.13"	NA	NA	NA	"Cerebellum>>other CNS"	NA
"ENSG00000037897"	"12q13"	NA	NA	NA	"Cluster0197"	NA
"ENSG00000037965"	"12q13.13"	NA	NA	NA	NA	NA
"ENSG00000038002"	"04q34.3"	NA	NA	NA	NA	NA
"ENSG00000038210"	"04p15.31"	NA	NA	NA	NA	NA
"ENSG00000038219"	"04p16.1"	NA	"High in neutrophils:BM|High in neutrophils"	NA	NA	NA
"ENSG00000038274"	"05q34"	NA	NA	NA	"Cluster0158"	NA
"ENSG00000038295"	"04q32.3"	NA	"Oocyte-related"	NA	"Cerebellum>>other CNS"	NA
"ENSG00000038358"	"16q22.1"	NA	NA	NA	NA	NA
"ENSG00000038382"	"05p14-p15.1"	"High_in_foetal_brain"	NA	NA	NA	NA
"ENSG00000038427"	"05q14.2-q14.3"	"High_in_Smooth/cardiac_musle"	NA	"ECM"	NA	"Fibroblast"
"ENSG00000038532"	"16p13.13"	NA	NA	NA	"Cluster0494"	NA
"ENSG00000038945"	"08p22"	NA	NA	"Macrophage"	"Macs-other immune"	"Macrophage / DC"
"ENSG00000039068"	"16q22.1"	"[096"	"High in epithelium|High in ES cells/iPS cells/epithelium/keratinocytes/BM progenitors"	NA	"General high -low in CNS"	NA
"ENSG00000039123"	"05q11.2"	"[194"	"[0235"	NA	"Cluster0167"	NA
"ENSG00000039139"	"05p15.2"	NA	NA	NA	"HK2-low in macs"	NA
"ENSG00000039319"	"05q14.1"	NA	"High in LPS/IFNg-treated neutrophils"	NA	NA	NA
"ENSG00000039523"	"16q22.1"	NA	"High in LPS/IFNg-treated neutrophils"	"[044"	NA	NA
"ENSG00000039537"	"05p13.1"	"High_in_Liver"	"Hepatocyte-related"	NA	"Cluster1105"	NA
"ENSG00000039560"	"05p13.3-p13.2"	"High_in_Smooth/cardiac_musle"	"High in mesenchymal cells"	"ECM"	"Cluster0063"	NA
"ENSG00000039600"	"05q33"	"High_in_Testis"	"Oocyte-related"	NA	"Testis-adult"	NA
"ENSG00000039650"	"19q13.33"	NA	NA	NA	"Cluster0220"	NA
"ENSG00000039987"	"19p13.13"	NA	"High in keratinocytes:epithelium"	NA	NA	NA
"ENSG00000040199"	"16q22.2"	NA	"Low in spermatocytes"	NA	NA	NA
"ENSG00000040275"	"05q35.1"	"Cell_cycle_(S/M_phase)"	"Cell cycle (S/M phase)"	"Cell cycle (G1/S phase)"	NA	NA
"ENSG00000040341"	"08q21.11"	NA	NA	NA	"Cluster0417"	NA
"ENSG00000040487"	"01p36.13"	NA	"Phagocyte-related: High in MDM:MDDC: Low in monocytes"	NA	"Macs-other immune"	NA
"ENSG00000040531"	"17p13"	NA	"High in MDM:MDDC|Phagocyte-related: High in MDM:MDDC: Low in monocytes"	NA	"Macs-other immune"	NA
"ENSG00000040608"	"22q11"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000040633"	"17p13.1"	NA	NA	NA	"Macs-other immune"	NA
"ENSG00000040731"	"05p14.2"	NA	NA	NA	"CNS-highest in cortex"	NA
